age,value_eur,international_reputation,pace,shooting,passing,dribbling,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_ball_control,movement_agility,movement_reactions,movement_balance,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure,overall
35,27000000,5,65.0,88.0,81.0,82.0,82.0,90,80,84,85,90,86,87,41,88,86,91,91.0,90
35,27000000,5,65.0,88.0,81.0,82.0,82.0,90,80,84,85,90,86,87,41,88,86,91,91.0,88
35,27000000,5,65.0,88.0,81.0,82.0,82.0,90,80,84,85,90,86,87,41,88,86,91,91.0,85
35,27000000,5,65.0,88.0,81.0,82.0,82.0,90,80,84,85,90,86,87,41,88,86,91,91.0,85
36,14000000,5,59.0,86.0,77.0,78.0,78.0,86,83,79,79,84,74,82,39,82,85,89,90.0,89
36,14000000,5,59.0,86.0,77.0,78.0,78.0,86,83,79,79,84,74,82,39,82,85,89,90.0,90
36,14000000,5,59.0,86.0,77.0,78.0,78.0,86,83,79,79,84,74,82,39,82,85,89,90.0,88
36,14000000,5,59.0,86.0,77.0,78.0,78.0,86,83,79,79,84,74,82,39,82,85,89,90.0,85
36,14000000,5,59.0,86.0,77.0,78.0,78.0,86,83,79,79,84,74,82,39,82,85,89,90.0,85
37,14000000,5,56.0,88.0,77.0,77.0,78.0,86,83,77,77,84,72,82,39,88,91,89,90.0,89
37,14000000,5,56.0,88.0,77.0,77.0,78.0,86,83,77,77,84,72,82,39,88,91,89,90.0,90
37,14000000,5,56.0,88.0,77.0,77.0,78.0,86,83,77,77,84,72,82,39,88,91,89,90.0,88
37,14000000,5,56.0,88.0,77.0,77.0,78.0,86,83,77,77,84,72,82,39,88,91,89,90.0,85
37,14000000,5,56.0,88.0,77.0,77.0,78.0,86,83,77,77,84,72,82,39,88,91,89,90.0,85
33,425000,1,60.0,65.0,67.0,68.0,65.0,62,60,65,67,69,65,71,69,65,68,71,76.0,66
30,1300000,2,63.0,71.0,52.0,56.0,75.0,77,77,61,52,68,34,70,81,66,81,74,0.0,70
30,1300000,2,63.0,71.0,52.0,56.0,75.0,77,77,61,52,68,34,70,81,66,81,74,0.0,71
30,1300000,2,63.0,71.0,52.0,56.0,75.0,77,77,61,52,68,34,70,81,66,81,74,0.0,69
31,1400000,1,62.0,71.0,47.0,58.0,78.0,72,74,48,56,66,40,74,53,63,88,72,71.0,70
31,1400000,1,62.0,71.0,47.0,58.0,78.0,72,74,48,56,66,40,74,53,63,88,72,71.0,71
31,1400000,1,62.0,71.0,47.0,58.0,78.0,72,74,48,56,66,40,74,53,63,88,72,71.0,69
32,850000,1,49.0,70.0,48.0,54.0,77.0,73,74,52,56,66,39,76,53,63,81,72,77.0,70
32,850000,1,49.0,70.0,48.0,54.0,77.0,73,74,52,56,66,39,76,53,63,81,72,77.0,71
32,850000,1,49.0,70.0,48.0,54.0,77.0,73,74,52,56,66,39,76,53,63,81,72,77.0,69
32,1700000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,61,51,75,75,70.0,72
32,1700000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,61,51,75,75,70.0,72
32,1700000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,61,51,75,75,70.0,71
33,2000000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,60,51,75,75,70.0,72
33,2000000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,60,51,75,75,70.0,72
33,2000000,2,70.0,69.0,50.0,66.0,64.0,74,72,61,61,72,74,71,60,51,75,75,70.0,71
34,1200000,2,69.0,69.0,49.0,68.0,63.0,74,70,60,66,70,75,66,62,51,75,75,70.0,72
34,1200000,2,69.0,69.0,49.0,68.0,63.0,74,70,60,66,70,75,66,62,51,75,75,70.0,72
34,1200000,2,69.0,69.0,49.0,68.0,63.0,74,70,60,66,70,75,66,62,51,75,75,70.0,71
32,500000,1,66.0,63.0,52.0,61.0,74.0,71,67,58,60,65,58,65,58,43,71,66,0.0,66
34,1800000,3,65.0,76.0,70.0,70.0,65.0,76,78,69,68,76,74,77,63,80,74,85,0.0,74
34,1500000,1,82.0,73.0,63.0,65.0,66.0,76,67,65,64,63,68,78,72,66,80,62,74.0,73
34,1500000,1,82.0,73.0,63.0,65.0,66.0,76,67,65,64,63,68,78,72,66,80,62,74.0,71
34,1500000,1,82.0,73.0,63.0,65.0,66.0,76,67,65,64,63,68,78,72,66,80,62,74.0,68
35,1100000,1,77.0,71.0,62.0,64.0,66.0,75,65,62,62,61,66,78,75,63,80,62,74.0,73
35,1100000,1,77.0,71.0,62.0,64.0,66.0,75,65,62,62,61,66,78,75,63,80,62,74.0,71
35,1100000,1,77.0,71.0,62.0,64.0,66.0,75,65,62,62,61,66,78,75,63,80,62,74.0,68
36,325000,1,69.0,67.0,60.0,62.0,66.0,68,62,61,59,62,65,74,75,64,78,54,74.0,73
36,325000,1,69.0,67.0,60.0,62.0,66.0,68,62,61,59,62,65,74,75,64,78,54,74.0,71
36,325000,1,69.0,67.0,60.0,62.0,66.0,68,62,61,59,62,65,74,75,64,78,54,74.0,68
32,2300000,2,72.0,73.0,69.0,69.0,72.0,74,73,74,67,73,72,78,62,71,76,81,0.0,73
32,2300000,2,72.0,73.0,69.0,69.0,72.0,74,73,74,67,73,72,78,62,71,76,81,0.0,74
32,2300000,2,72.0,73.0,69.0,69.0,72.0,74,73,74,67,73,72,78,62,71,76,81,0.0,73
32,2300000,2,72.0,73.0,69.0,69.0,72.0,74,73,74,67,73,72,78,62,71,76,81,0.0,73
32,2300000,2,72.0,73.0,69.0,69.0,72.0,74,73,74,67,73,72,78,62,71,76,81,0.0,72
33,2300000,1,67.0,74.0,69.0,69.0,76.0,78,67,73,66,73,70,77,62,67,74,71,81.0,73
33,2300000,1,67.0,74.0,69.0,69.0,76.0,78,67,73,66,73,70,77,62,67,74,71,81.0,74
33,2300000,1,67.0,74.0,69.0,69.0,76.0,78,67,73,66,73,70,77,62,67,74,71,81.0,73
33,2300000,1,67.0,74.0,69.0,69.0,76.0,78,67,73,66,73,70,77,62,67,74,71,81.0,73
33,2300000,1,67.0,74.0,69.0,69.0,76.0,78,67,73,66,73,70,77,62,67,74,71,81.0,72
34,2100000,1,68.0,73.0,69.0,68.0,79.0,76,67,73,66,71,71,77,63,67,72,71,81.0,73
34,2100000,1,68.0,73.0,69.0,68.0,79.0,76,67,73,66,71,71,77,63,67,72,71,81.0,74
34,2100000,1,68.0,73.0,69.0,68.0,79.0,76,67,73,66,71,71,77,63,67,72,71,81.0,73
34,2100000,1,68.0,73.0,69.0,68.0,79.0,76,67,73,66,71,71,77,63,67,72,71,81.0,73
34,2100000,1,68.0,73.0,69.0,68.0,79.0,76,67,73,66,71,71,77,63,67,72,71,81.0,72
35,1800000,1,64.0,74.0,68.0,68.0,78.0,76,67,70,66,71,69,73,63,70,75,71,81.0,73
35,1800000,1,64.0,74.0,68.0,68.0,78.0,76,67,70,66,71,69,73,63,70,75,71,81.0,74
35,1800000,1,64.0,74.0,68.0,68.0,78.0,76,67,70,66,71,69,73,63,70,75,71,81.0,73
35,1800000,1,64.0,74.0,68.0,68.0,78.0,76,67,70,66,71,69,73,63,70,75,71,81.0,73
35,1800000,1,64.0,74.0,68.0,68.0,78.0,76,67,70,66,71,69,73,63,70,75,71,81.0,72
36,1100000,1,64.0,72.0,69.0,68.0,79.0,72,68,70,66,71,68,73,63,67,75,74,77.0,73
36,1100000,1,64.0,72.0,69.0,68.0,79.0,72,68,70,66,71,68,73,63,67,75,74,77.0,74
36,1100000,1,64.0,72.0,69.0,68.0,79.0,72,68,70,66,71,68,73,63,67,75,74,77.0,73
36,1100000,1,64.0,72.0,69.0,68.0,79.0,72,68,70,66,71,68,73,63,67,75,74,77.0,73
36,1100000,1,64.0,72.0,69.0,68.0,79.0,72,68,70,66,71,68,73,63,67,75,74,77.0,72
31,900000,1,85.0,65.0,49.0,71.0,73.0,67,77,56,74,69,81,62,64,57,64,66,0.0,69
35,130000,1,44.0,64.0,51.0,62.0,57.0,63,64,57,62,60,65,65,59,61,69,85,68.0,63
34,230000,2,68.0,61.0,54.0,66.0,73.0,61,64,62,65,67,71,60,61,54,62,67,0.0,64
33,7000000,2,70.0,78.0,66.0,68.0,81.0,81,88,76,69,73,59,84,49,71,83,63,0.0,79
33,675000,2,60.0,65.0,53.0,57.0,77.0,76,84,65,56,71,30,72,32,46,76,79,0.0,69
33,675000,2,60.0,65.0,53.0,57.0,77.0,76,84,65,56,71,30,72,32,46,76,79,0.0,69
33,675000,2,60.0,65.0,53.0,57.0,77.0,76,84,65,56,71,30,72,32,46,76,79,0.0,69
34,550000,2,56.0,64.0,48.0,56.0,72.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
34,550000,2,56.0,64.0,48.0,56.0,72.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
34,550000,2,56.0,64.0,48.0,56.0,72.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
35,475000,2,51.0,64.0,48.0,56.0,73.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
35,475000,2,51.0,64.0,48.0,56.0,73.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
35,475000,2,51.0,64.0,48.0,56.0,73.0,75,83,60,55,69,30,69,32,41,75,78,75.0,69
31,900000,2,50.0,72.0,58.0,64.0,72.0,72,75,65,64,69,61,70,59,64,73,83,0.0,69
31,900000,2,50.0,72.0,58.0,64.0,72.0,72,75,65,64,69,61,70,59,64,73,83,0.0,69
31,900000,2,50.0,72.0,58.0,64.0,72.0,72,75,65,64,69,61,70,59,64,73,83,0.0,68
31,900000,2,50.0,72.0,58.0,64.0,72.0,72,75,65,64,69,61,70,59,64,73,83,0.0,72
32,825000,1,49.0,72.0,57.0,61.0,72.0,71,74,62,63,64,57,69,59,63,72,82,70.0,69
32,825000,1,49.0,72.0,57.0,61.0,72.0,71,74,62,63,64,57,69,59,63,72,82,70.0,69
32,825000,1,49.0,72.0,57.0,61.0,72.0,71,74,62,63,64,57,69,59,63,72,82,70.0,68
32,825000,1,49.0,72.0,57.0,61.0,72.0,71,74,62,63,64,57,69,59,63,72,82,70.0,72
33,575000,1,50.0,70.0,58.0,59.0,72.0,71,73,63,56,69,65,68,61,67,82,82,80.0,69
33,575000,1,50.0,70.0,58.0,59.0,72.0,71,73,63,56,69,65,68,61,67,82,82,80.0,69
33,575000,1,50.0,70.0,58.0,59.0,72.0,71,73,63,56,69,65,68,61,67,82,82,80.0,68
33,575000,1,50.0,70.0,58.0,59.0,72.0,71,73,63,56,69,65,68,61,67,82,82,80.0,72
34,1600000,1,43.0,74.0,59.0,62.0,74.0,75,74,64,55,70,64,73,61,67,79,75,76.0,69
34,1600000,1,43.0,74.0,59.0,62.0,74.0,75,74,64,55,70,64,73,61,67,79,75,76.0,69
34,1600000,1,43.0,74.0,59.0,62.0,74.0,75,74,64,55,70,64,73,61,67,79,75,76.0,68
34,1600000,1,43.0,74.0,59.0,62.0,74.0,75,74,64,55,70,64,73,61,67,79,75,76.0,72
32,500000,2,74.0,64.0,55.0,68.0,67.0,64,68,66,65,64,84,75,82,62,68,64,0.0,66
32,500000,2,74.0,64.0,55.0,68.0,67.0,64,68,66,65,64,84,75,82,62,68,64,0.0,68
33,575000,1,74.0,64.0,60.0,68.0,67.0,64,68,66,65,64,84,75,82,62,68,64,71.0,66
33,575000,1,74.0,64.0,60.0,68.0,67.0,64,68,66,65,64,84,75,82,62,68,64,71.0,68
31,9000000,3,78.0,78.0,70.0,78.0,70.0,78,75,79,82,83,74,69,60,78,82,75,0.0,79
31,9000000,3,78.0,78.0,70.0,78.0,70.0,78,75,79,82,83,74,69,60,78,82,75,0.0,81
31,9000000,3,78.0,78.0,70.0,78.0,70.0,78,75,79,82,83,74,69,60,78,82,75,0.0,81
31,9000000,3,78.0,78.0,70.0,78.0,70.0,78,75,79,82,83,74,69,60,78,82,75,0.0,80
32,13500000,3,77.0,78.0,71.0,79.0,70.0,77,77,79,82,82,74,73,54,73,82,75,69.0,79
32,13500000,3,77.0,78.0,71.0,79.0,70.0,77,77,79,82,82,74,73,54,73,82,75,69.0,81
32,13500000,3,77.0,78.0,71.0,79.0,70.0,77,77,79,82,82,74,73,54,73,82,75,69.0,81
32,13500000,3,77.0,78.0,71.0,79.0,70.0,77,77,79,82,82,74,73,54,73,82,75,69.0,80
33,11000000,3,76.0,78.0,71.0,79.0,69.0,77,78,80,82,81,74,73,54,73,82,74,69.0,79
33,11000000,3,76.0,78.0,71.0,79.0,69.0,77,78,80,82,81,74,73,54,73,82,74,69.0,81
33,11000000,3,76.0,78.0,71.0,79.0,69.0,77,78,80,82,81,74,73,54,73,82,74,69.0,81
33,11000000,3,76.0,78.0,71.0,79.0,69.0,77,78,80,82,81,74,73,54,73,82,74,69.0,80
34,8000000,3,75.0,77.0,71.0,77.0,67.0,76,77,79,80,79,70,73,52,73,80,74,69.0,79
34,8000000,3,75.0,77.0,71.0,77.0,67.0,76,77,79,80,79,70,73,52,73,80,74,69.0,81
34,8000000,3,75.0,77.0,71.0,77.0,67.0,76,77,79,80,79,70,73,52,73,80,74,69.0,81
34,8000000,3,75.0,77.0,71.0,77.0,67.0,76,77,79,80,79,70,73,52,73,80,74,69.0,80
31,1200000,1,71.0,72.0,52.0,66.0,73.0,78,58,49,65,68,64,65,74,56,76,68,60.0,70
31,1200000,1,71.0,72.0,52.0,66.0,73.0,78,58,49,65,68,64,65,74,56,76,68,60.0,67
32,600000,1,61.0,69.0,52.0,62.0,71.0,73,57,48,61,64,61,63,70,54,73,68,76.0,70
32,600000,1,61.0,69.0,52.0,62.0,71.0,73,57,48,61,64,61,63,70,54,73,68,76.0,67
31,525000,1,81.0,68.0,59.0,68.0,59.0,64,42,58,69,68,71,63,77,68,68,75,0.0,66
31,525000,1,81.0,68.0,59.0,68.0,59.0,64,42,58,69,68,71,63,77,68,68,75,0.0,67
32,575000,1,81.0,68.0,58.0,68.0,59.0,64,41,55,68,66,70,62,75,67,67,60,65.0,66
32,575000,1,81.0,68.0,58.0,68.0,59.0,64,41,55,68,66,70,62,75,67,67,60,65.0,67
33,130000,1,56.0,65.0,61.0,61.0,48.0,63,50,61,57,64,70,59,71,64,60,65,0.0,60
32,2700000,2,58.0,72.0,66.0,68.0,82.0,73,90,74,69,73,62,72,57,75,81,71,0.0,74
32,2700000,2,58.0,72.0,66.0,68.0,82.0,73,90,74,69,73,62,72,57,75,81,71,0.0,71
36,850000,2,43.0,71.0,63.0,66.0,77.0,71,80,70,67,72,53,63,51,68,78,70,82.0,74
36,850000,2,43.0,71.0,63.0,66.0,77.0,71,80,70,67,72,53,63,51,68,78,70,82.0,71
34,375000,1,53.0,69.0,71.0,69.0,60.0,64,52,68,68,70,68,70,70,75,70,72,71.0,67
30,220000,1,88.0,62.0,54.0,63.0,54.0,67,47,56,63,57,88,53,84,50,66,45,0.0,61
32,1300000,1,65.0,73.0,68.0,72.0,61.0,72,71,76,71,77,74,72,75,75,71,74,0.0,71
32,1300000,1,65.0,73.0,68.0,72.0,61.0,72,71,76,71,77,74,72,75,75,71,74,0.0,71
32,1300000,1,65.0,73.0,68.0,72.0,61.0,72,71,76,71,77,74,72,75,75,71,74,0.0,69
32,1300000,1,65.0,73.0,68.0,72.0,61.0,72,71,76,71,77,74,72,75,75,71,74,0.0,69
32,1300000,1,65.0,73.0,68.0,72.0,61.0,72,71,76,71,77,74,72,75,75,71,74,0.0,68
33,1100000,2,65.0,73.0,69.0,72.0,59.0,71,70,75,70,75,73,65,75,74,70,73,68.0,71
33,1100000,2,65.0,73.0,69.0,72.0,59.0,71,70,75,70,75,73,65,75,74,70,73,68.0,71
33,1100000,2,65.0,73.0,69.0,72.0,59.0,71,70,75,70,75,73,65,75,74,70,73,68.0,69
33,1100000,2,65.0,73.0,69.0,72.0,59.0,71,70,75,70,75,73,65,75,74,70,73,68.0,69
33,1100000,2,65.0,73.0,69.0,72.0,59.0,71,70,75,70,75,73,65,75,74,70,73,68.0,68
34,550000,2,54.0,72.0,67.0,70.0,59.0,70,70,70,67,72,77,63,79,74,68,73,68.0,71
34,550000,2,54.0,72.0,67.0,70.0,59.0,70,70,70,67,72,77,63,79,74,68,73,68.0,71
34,550000,2,54.0,72.0,67.0,70.0,59.0,70,70,70,67,72,77,63,79,74,68,73,68.0,69
34,550000,2,54.0,72.0,67.0,70.0,59.0,70,70,70,67,72,77,63,79,74,68,73,68.0,69
34,550000,2,54.0,72.0,67.0,70.0,59.0,70,70,70,67,72,77,63,79,74,68,73,68.0,68
35,475000,2,52.0,71.0,67.0,70.0,55.0,68,70,70,67,72,76,63,79,73,70,70,68.0,71
35,475000,2,52.0,71.0,67.0,70.0,55.0,68,70,70,67,72,76,63,79,73,70,70,68.0,71
35,475000,2,52.0,71.0,67.0,70.0,55.0,68,70,70,67,72,76,63,79,73,70,70,68.0,69
35,475000,2,52.0,71.0,67.0,70.0,55.0,68,70,70,67,72,76,63,79,73,70,70,68.0,69
35,475000,2,52.0,71.0,67.0,70.0,55.0,68,70,70,67,72,76,63,79,73,70,70,68.0,68
36,325000,2,40.0,70.0,67.0,68.0,55.0,69,71,70,65,72,68,63,76,69,73,70,68.0,71
36,325000,2,40.0,70.0,67.0,68.0,55.0,69,71,70,65,72,68,63,76,69,73,70,68.0,71
36,325000,2,40.0,70.0,67.0,68.0,55.0,69,71,70,65,72,68,63,76,69,73,70,68.0,69
36,325000,2,40.0,70.0,67.0,68.0,55.0,69,71,70,65,72,68,63,76,69,73,70,68.0,69
36,325000,2,40.0,70.0,67.0,68.0,55.0,69,71,70,65,72,68,63,76,69,73,70,68.0,68
32,350000,2,53.0,64.0,64.0,67.0,55.0,62,66,68,66,68,67,63,69,64,65,72,0.0,64
35,325000,1,67.0,62.0,73.0,66.0,61.0,62,59,70,67,69,61,57,70,58,74,55,0.0,68
35,325000,1,67.0,62.0,73.0,66.0,61.0,62,59,70,67,69,61,57,70,58,74,55,0.0,67
35,325000,1,67.0,62.0,73.0,66.0,61.0,62,59,70,67,69,61,57,70,58,74,55,0.0,64
35,325000,1,67.0,62.0,73.0,66.0,61.0,62,59,70,67,69,61,57,70,58,74,55,0.0,63
36,80000,1,65.0,61.0,72.0,65.0,58.0,60,58,69,65,67,59,56,70,57,74,54,70.0,68
36,80000,1,65.0,61.0,72.0,65.0,58.0,60,58,69,65,67,59,56,70,57,74,54,70.0,67
36,80000,1,65.0,61.0,72.0,65.0,58.0,60,58,69,65,67,59,56,70,57,74,54,70.0,64
36,80000,1,65.0,61.0,72.0,65.0,58.0,60,58,69,65,67,59,56,70,57,74,54,70.0,63
38,150000,1,59.0,58.0,69.0,63.0,56.0,54,58,67,61,67,57,64,70,57,69,54,66.0,68
38,150000,1,59.0,58.0,69.0,63.0,56.0,54,58,67,61,67,57,64,70,57,69,54,66.0,67
38,150000,1,59.0,58.0,69.0,63.0,56.0,54,58,67,61,67,57,64,70,57,69,54,66.0,64
38,150000,1,59.0,58.0,69.0,63.0,56.0,54,58,67,61,67,57,64,70,57,69,54,66.0,63
39,100000,1,57.0,59.0,68.0,63.0,55.0,55,58,67,61,67,58,64,70,57,67,54,66.0,68
39,100000,1,57.0,59.0,68.0,63.0,55.0,55,58,67,61,67,58,64,70,57,67,54,66.0,67
39,100000,1,57.0,59.0,68.0,63.0,55.0,55,58,67,61,67,58,64,70,57,67,54,66.0,64
39,100000,1,57.0,59.0,68.0,63.0,55.0,55,58,67,61,67,58,64,70,57,67,54,66.0,63
32,8500000,2,77.0,85.0,61.0,79.0,66.0,87,69,69,79,78,83,78,90,84,85,69,0.0,79
32,8500000,2,77.0,85.0,61.0,79.0,66.0,87,69,69,79,78,83,78,90,84,85,69,0.0,80
32,8500000,2,77.0,85.0,61.0,79.0,66.0,87,69,69,79,78,83,78,90,84,85,69,0.0,80
32,8500000,2,77.0,85.0,61.0,79.0,66.0,87,69,69,79,78,83,78,90,84,85,69,0.0,77
32,8500000,2,77.0,85.0,61.0,79.0,66.0,87,69,69,79,78,83,78,90,84,85,69,0.0,76
33,9500000,2,77.0,83.0,61.0,79.0,66.0,84,68,68,78,77,83,77,88,81,86,68,84.0,79
33,9500000,2,77.0,83.0,61.0,79.0,66.0,84,68,68,78,77,83,77,88,81,86,68,84.0,80
33,9500000,2,77.0,83.0,61.0,79.0,66.0,84,68,68,78,77,83,77,88,81,86,68,84.0,80
33,9500000,2,77.0,83.0,61.0,79.0,66.0,84,68,68,78,77,83,77,88,81,86,68,84.0,77
33,9500000,2,77.0,83.0,61.0,79.0,66.0,84,68,68,78,77,83,77,88,81,86,68,84.0,76
34,8000000,2,74.0,85.0,61.0,79.0,65.0,87,68,68,78,77,83,82,88,81,87,77,84.0,79
34,8000000,2,74.0,85.0,61.0,79.0,65.0,87,68,68,78,77,83,82,88,81,87,77,84.0,80
34,8000000,2,74.0,85.0,61.0,79.0,65.0,87,68,68,78,77,83,82,88,81,87,77,84.0,80
34,8000000,2,74.0,85.0,61.0,79.0,65.0,87,68,68,78,77,83,82,88,81,87,77,84.0,77
34,8000000,2,74.0,85.0,61.0,79.0,65.0,87,68,68,78,77,83,82,88,81,87,77,84.0,76
35,4100000,2,68.0,83.0,60.0,76.0,57.0,85,65,66,74,77,77,78,87,78,85,74,82.0,79
35,4100000,2,68.0,83.0,60.0,76.0,57.0,85,65,66,74,77,77,78,87,78,85,74,82.0,80
35,4100000,2,68.0,83.0,60.0,76.0,57.0,85,65,66,74,77,77,78,87,78,85,74,82.0,80
35,4100000,2,68.0,83.0,60.0,76.0,57.0,85,65,66,74,77,77,78,87,78,85,74,82.0,77
35,4100000,2,68.0,83.0,60.0,76.0,57.0,85,65,66,74,77,77,78,87,78,85,74,82.0,76
36,2800000,2,67.0,82.0,60.0,75.0,56.0,84,63,66,73,76,77,77,87,78,83,74,82.0,79
36,2800000,2,67.0,82.0,60.0,75.0,56.0,84,63,66,73,76,77,77,87,78,83,74,82.0,80
36,2800000,2,67.0,82.0,60.0,75.0,56.0,84,63,66,73,76,77,77,87,78,83,74,82.0,80
36,2800000,2,67.0,82.0,60.0,75.0,56.0,84,63,66,73,76,77,77,87,78,83,74,82.0,77
36,2800000,2,67.0,82.0,60.0,75.0,56.0,84,63,66,73,76,77,77,87,78,83,74,82.0,76
31,2500000,2,74.0,76.0,52.0,66.0,59.0,78,77,62,65,68,73,75,65,69,79,77,0.0,73
31,2500000,2,74.0,76.0,52.0,66.0,59.0,78,77,62,65,68,73,75,65,69,79,77,0.0,72
31,2500000,2,74.0,76.0,52.0,66.0,59.0,78,77,62,65,68,73,75,65,69,79,77,0.0,71
32,1700000,2,72.0,75.0,52.0,65.0,56.0,78,76,58,64,67,73,73,65,68,78,75,79.0,73
32,1700000,2,72.0,75.0,52.0,65.0,56.0,78,76,58,64,67,73,73,65,68,78,75,79.0,72
32,1700000,2,72.0,75.0,52.0,65.0,56.0,78,76,58,64,67,73,73,65,68,78,75,79.0,71
33,1500000,2,68.0,72.0,52.0,65.0,58.0,73,71,57,62,68,73,66,65,65,75,75,79.0,73
33,1500000,2,68.0,72.0,52.0,65.0,58.0,73,71,57,62,68,73,66,65,65,75,75,79.0,72
33,1500000,2,68.0,72.0,52.0,65.0,58.0,73,71,57,62,68,73,66,65,65,75,75,79.0,71
34,2800000,3,53.0,76.0,69.0,67.0,69.0,78,84,80,68,78,56,80,29,72,81,77,0.0,76
34,2800000,3,53.0,76.0,69.0,67.0,69.0,78,84,80,68,78,56,80,29,72,81,77,0.0,76
34,2800000,3,53.0,76.0,69.0,67.0,69.0,78,84,80,68,78,56,80,29,72,81,77,0.0,74
34,2800000,3,53.0,76.0,69.0,67.0,69.0,78,84,80,68,78,56,80,29,72,81,77,0.0,73
35,2100000,2,53.0,76.0,69.0,66.0,70.0,77,83,79,64,78,56,78,29,71,80,74,78.0,76
35,2100000,2,53.0,76.0,69.0,66.0,70.0,77,83,79,64,78,56,78,29,71,80,74,78.0,76
35,2100000,2,53.0,76.0,69.0,66.0,70.0,77,83,79,64,78,56,78,29,71,80,74,78.0,74
35,2100000,2,53.0,76.0,69.0,66.0,70.0,77,83,79,64,78,56,78,29,71,80,74,78.0,73
36,2000000,2,33.0,75.0,68.0,66.0,69.0,77,83,76,66,77,56,86,29,70,84,74,78.0,76
36,2000000,2,33.0,75.0,68.0,66.0,69.0,77,83,76,66,77,56,86,29,70,84,74,78.0,76
36,2000000,2,33.0,75.0,68.0,66.0,69.0,77,83,76,66,77,56,86,29,70,84,74,78.0,74
36,2000000,2,33.0,75.0,68.0,66.0,69.0,77,83,76,66,77,56,86,29,70,84,74,78.0,73
37,1400000,2,32.0,73.0,66.0,64.0,62.0,75,85,73,62,77,46,79,28,64,81,74,80.0,76
37,1400000,2,32.0,73.0,66.0,64.0,62.0,75,85,73,62,77,46,79,28,64,81,74,80.0,76
37,1400000,2,32.0,73.0,66.0,64.0,62.0,75,85,73,62,77,46,79,28,64,81,74,80.0,74
37,1400000,2,32.0,73.0,66.0,64.0,62.0,75,85,73,62,77,46,79,28,64,81,74,80.0,73
36,250000,2,67.0,70.0,72.0,74.0,55.0,70,53,75,78,71,73,71,74,68,70,68,0.0,72
36,100000,2,72.0,68.0,57.0,64.0,64.0,66,65,61,63,62,68,69,72,68,66,76,79.0,67
36,100000,2,72.0,68.0,57.0,64.0,64.0,66,65,61,63,62,68,69,72,68,66,76,79.0,70
36,100000,2,72.0,68.0,57.0,64.0,64.0,66,65,61,63,62,68,69,72,68,66,76,79.0,69
37,625000,2,72.0,70.0,64.0,67.0,73.0,74,75,68,68,70,71,68,73,71,70,62,83.0,67
37,625000,2,72.0,70.0,64.0,67.0,73.0,74,75,68,68,70,71,68,73,71,70,62,83.0,70
37,625000,2,72.0,70.0,64.0,67.0,73.0,74,75,68,68,70,71,68,73,71,70,62,83.0,69
38,375000,2,66.0,69.0,64.0,66.0,74.0,68,70,66,65,67,70,69,67,70,68,62,82.0,67
38,375000,2,66.0,69.0,64.0,66.0,74.0,68,70,66,65,67,70,69,67,70,68,62,82.0,70
38,375000,2,66.0,69.0,64.0,66.0,74.0,68,70,66,65,67,70,69,67,70,68,62,82.0,69
35,0,3,62.0,68.0,54.0,64.0,74.0,66,96,64,63,64,66,81,80,67,79,68,0.0,73
35,0,3,62.0,68.0,54.0,64.0,74.0,66,96,64,63,64,66,81,80,67,79,68,0.0,74
36,450000,3,62.0,68.0,56.0,64.0,74.0,65,95,66,61,62,66,80,80,60,78,67,69.0,73
36,450000,3,62.0,68.0,56.0,64.0,74.0,65,95,66,61,62,66,80,80,60,78,67,69.0,74
36,290000,2,72.0,74.0,70.0,77.0,56.0,74,62,72,76,80,76,72,85,78,78,76,0.0,72
35,1100000,2,71.0,76.0,64.0,72.0,60.0,78,66,70,72,76,68,72,70,76,80,74,0.0,73
35,1100000,2,71.0,76.0,64.0,72.0,60.0,78,66,70,72,76,68,72,70,76,80,74,0.0,76
35,1100000,2,71.0,76.0,64.0,72.0,60.0,78,66,70,72,76,68,72,70,76,80,74,0.0,75
36,725000,2,69.0,80.0,64.0,76.0,65.0,80,60,69,75,79,71,77,80,78,79,75,79.0,73
36,725000,2,69.0,80.0,64.0,76.0,65.0,80,60,69,75,79,71,77,80,78,79,75,79.0,76
36,725000,2,69.0,80.0,64.0,76.0,65.0,80,60,69,75,79,71,77,80,78,79,75,79.0,75
37,2400000,2,69.0,78.0,64.0,75.0,62.0,80,60,69,75,79,69,72,75,76,80,75,79.0,73
37,2400000,2,69.0,78.0,64.0,75.0,62.0,80,60,69,75,79,69,72,75,76,80,75,79.0,76
37,2400000,2,69.0,78.0,64.0,75.0,62.0,80,60,69,75,79,69,72,75,76,80,75,79.0,75
